0.5	2.50002	394.535
0.5	2.59989	403.668
0.5	2.70009	415.749
0.5	2.79987	425.785
0.5	2.90005	435.358
0.5	2.99999	446.376
0.5	3.10017	457.456
0.5	3.20004	467.93
0.5	3.29947	479.954
0.5	3.39999	488.309
0.5	3.49997	499.955
0.5	3.60008	511.319
0.5	3.70022	519.343
0.5	3.80011	527.075
0.5	3.90037	538.639
0.5	3.99992	549.63
0.5	4.10012	561.89
0.5	4.20012	574.121
0.5	4.30019	582.994
0.5	4.40007	593.487
0.5	4.49957	601.936
0.5	4.60002	609.774
0.5	4.70022	619.688
0.5	4.8002	636.238
0.5	4.90053	645.088
0.5	4.99985	654.94



0.6	0.999966	237.382
0.6	1.09999	244.193
0.6	1.20001	256.183
0.6	1.29994	270.429
0.6	1.3998	279.489
0.6	1.49993	287.142
0.6	1.59991	298.761
0.6	1.70016	308.693
0.6	1.79992	317.437
0.6	1.90004	329.91
0.6	1.99987	334.87
0.6	2.09995	346.523
0.6	2.20001	362.521
0.6	2.29988	370.309
0.6	2.4	378.719
0.6	2.49982	389.672
0.6	2.59993	401.139
0.6	2.69991	407.906
0.6	2.80007	421.89
0.6	2.90009	434.714
0.6	2.99997	446.472
0.6	3.0999	446.488
0.6	3.19986	458.661
0.6	3.29988	470.167
0.6	3.39975	485.267
0.6	3.50014	491.387
0.6	3.60006	496.607
0.6	3.7003	512.408
0.6	3.79968	521.891
0.6	3.90016	530.613
0.6	4.00009	539.628
0.6	4.09997	556.274
0.6	4.20014	565.576
0.6	4.29984	581.146
0.6	4.39995	583.331
0.6	4.50006	598.377
0.6	4.5999	606.353
0.6	4.70034	620.436
0.6	4.79992	621.591
0.6	4.90021	641.336
0.6	4.99946	650.351



0.7	1.00013	231.506
0.7	1.10014	242.96
0.7	1.19988	254.61
0.7	1.3	264.016
0.7	1.39991	272.788
0.7	1.50003	279.358
0.7	1.59994	290.198
0.7	1.69982	306.218
0.7	1.79988	315.552
0.7	1.89997	325.392
0.7	1.99999	331.255
0.7	2.09998	341.064
0.7	2.20003	357.138
0.7	2.29963	363.94
0.7	2.40007	367.342
0.7	2.49984	382.06
0.7	2.60016	396.524
0.7	2.69998	403.449
0.7	2.80009	420.4
0.7	2.90001	419.616
0.7	2.99991	435.616
0.7	3.10003	450.773
0.7	3.19983	453.651
0.7	3.29991	472.075
0.7	3.40016	472.238
0.7	3.49985	482.129
0.7	3.59988	497.008
